Date,Temp,Dew,Humidity,Precip,Precipprob,Precipcover,Windspeed,Winddir,Sealevelpressure,Cloudcover,Visibility,Solarradiation,Solarenergy,Uvindex,Moonphase,Index Production,Price,Export Number (in Tonnes),USD
2022-03-25,28.7,24.5,79.8,3.54,100,4.17,15.7,99.4,1009.6,39.4,9.3,310.3,26.7,10,0.77,137.172,6664.5,1281461.0,4.222
2022-03-26,28.7,25.0,80.9,3.54,100,4.17,17.7,175.0,1010.6,37.8,9.2,284.4,24.6,10,0.83,137.172,6664.5,1281461.0,4.222
2022-03-27,29.3,23.7,73.5,0.18,100,4.17,19.2,234.0,1010.7,38.8,9.7,294.6,25.5,10,0.88,137.172,6664.5,1281461.0,4.222
2022-03-28,30.1,23.9,70.6,0.0,0,0.0,23.2,238.2,1009.7,38.1,10.1,307.9,26.6,10,0.92,137.172,6647.0,1281461.0,4.214
2022-03-29,28.4,24.2,78.6,3.65,100,4.17,24.4,134.1,1009.4,38.9,10.2,278.0,24.1,10,0.96,137.172,6633.5,1281461.0,4.222
2022-03-30,28.7,23.9,77.1,0.18,100,4.17,20.8,156.8,1008.8,41.3,10.1,257.1,22.2,10,0.99,137.172,6587.5,1281461.0,4.205
2022-03-31,28.2,23.0,74.8,1.06,100,8.33,17.9,199.2,1009.9,37.8,9.8,228.1,19.6,9,1.0,137.172,6424.5,1281461.0,4.204
2022-01-04,29.2,23.6,73.0,0.0,0,0.0,16.4,233.9,1009.4,39.1,9.9,302.8,26.1,10,0.0,136.142,5245.5,1159826.0,4.1815
2022-02-04,29.1,23.5,73.0,0.0,0,0.0,17.5,229.9,1010.0,40.5,9.9,294.2,25.4,9,0.01,126.386,5744.0,1111826.0,4.1795
2022-03-04,28.0,23.1,75.3,0.05,100,4.17,17.9,311.9,1010.1,38.3,10.0,153.3,13.3,9,0.03,137.172,6843.5,1281461.0,4.1853
2022-04-04,27.8,23.9,80.3,9.74,100,8.33,10.3,152.2,1010.3,39.1,10.1,197.9,17.2,10,0.05,130.431,6357.5,1068238.0,4.2185
2022-05-04,27.4,23.7,81.6,0.91,100,4.17,11.7,143.0,1011.5,38.3,9.7,239.0,20.9,9,0.09,128.772,7605.5,1369714.0,4.359
2022-06-04,28.2,22.8,74.4,0.0,0,0.0,22.8,243.5,1011.1,38.2,9.6,285.0,24.4,10,0.12,145.197,6771.0,1193917.0,4.386
2022-07-04,27.4,23.3,78.9,0.93,100,4.17,13.7,171.5,1011.0,38.9,10.0,249.0,21.5,10,0.17,136.878,4698.0,1325342.0,4.412
2022-08-04,28.7,23.2,73.9,0.0,0,0.0,18.8,166.6,1010.0,38.1,10.0,195.3,16.8,9,0.21,144.496,3939.0,1299930.0,4.4543
2022-09-04,28.3,23.5,75.9,0.37,100,8.33,14.1,201.0,1010.0,38.4,10.0,237.5,20.6,10,0.26,127.097,3931.0,1265111.5925925926,4.484
2022-10-04,29.0,23.9,75.2,0.0,0,0.0,15.3,128.4,1009.2,38.0,9.8,272.5,23.7,10,0.31,127.097,3931.0,1265111.5925925926,4.645
2022-11-04,26.8,24.2,85.8,31.82,100,8.33,13.5,72.6,1009.5,39.4,9.7,265.8,23.0,10,0.35,127.097,3931.0,1265111.5925925926,4.7465
2022-12-04,28.5,24.0,78.1,0.0,0,0.0,14.6,165.4,1008.5,37.9,9.3,297.8,25.7,10,0.4,127.097,3931.0,1264482.7692307692,4.3965
2022-04-13,28.3,24.5,80.8,0.0,0,0.0,9.2,154.4,1008.1,39.1,10.0,304.9,26.3,10,0.44,130.431,6551.5,1068238.0,4.2265
2022-04-14,28.3,24.8,81.8,4.93,100,8.33,15.1,164.7,1007.9,38.1,9.6,184.2,16.1,9,0.47,130.431,6639.0,1068238.0,4.2285
2022-04-15,28.8,24.4,78.1,0.0,0,0.0,19.6,206.9,1008.5,38.0,9.8,288.6,25.0,10,0.49,130.431,6642.5,1068238.0,4.2345
2022-04-16,29.4,24.5,76.0,0.0,0,0.0,15.5,167.9,1007.6,38.7,9.7,296.4,25.5,10,0.5,130.431,6642.5,1068238.0,4.2345
2022-04-17,27.8,25.0,85.1,0.0,0,0.0,13.9,116.2,1007.5,37.7,9.4,261.5,22.6,10,0.51,130.431,6642.5,1068238.0,4.2345
2022-04-18,27.9,24.7,84.1,4.06,100,4.17,25.1,130.4,1008.7,38.4,8.8,190.8,16.5,6,0.52,130.431,6710.0,1068238.0,4.2483
2022-04-19,27.7,24.5,83.4,0.71,100,4.17,23.5,164.1,1009.5,41.4,9.6,246.7,21.4,9,0.55,130.431,6633.5,1068238.0,4.2483
2022-04-20,28.4,24.0,78.4,2.2,100,8.33,15.5,172.8,1009.4,38.6,9.5,189.2,16.1,7,0.59,130.431,6717.5,1068238.0,4.266
2022-04-21,28.0,23.6,78.2,0.0,0,0.0,13.5,126.2,1008.8,38.7,9.8,169.4,14.6,8,0.64,130.431,6773.5,1068238.0,4.287
2022-04-22,28.7,24.5,78.9,2.65,100,4.17,15.7,118.4,1008.4,39.7,9.8,246.3,21.3,9,0.7,130.431,6777.5,1068238.0,4.3075
2022-04-23,28.7,23.7,76.3,0.18,100,4.17,17.7,239.1,1008.7,38.6,9.7,295.0,25.4,10,0.75,130.431,6777.5,1068238.0,4.3075
2022-04-24,28.8,24.2,77.1,1.02,100,8.33,12.5,116.5,1007.5,39.8,9.9,297.4,25.7,10,0.81,130.431,6777.5,1068238.0,4.3075
2022-04-25,27.5,24.2,83.3,0.12,100,4.17,17.1,80.5,1007.4,39.6,9.7,263.4,22.8,10,0.86,130.431,7234.5,1068238.0,4.3475
2022-04-26,28.6,24.6,80.1,50.39,100,8.33,11.9,168.1,1007.9,39.5,9.3,255.7,22.1,10,0.91,130.431,7078.0,1068238.0,4.348
2022-04-27,29.1,24.3,76.7,0.45,100,4.17,13.7,210.0,1007.2,39.2,10.0,256.3,22.2,10,0.95,130.431,7213.0,1068238.0,4.3565
2022-04-28,28.7,25.1,81.9,8.3,100,8.33,17.3,121.0,1007.5,41.5,9.6,293.8,25.4,10,0.98,130.431,7468.5,1068238.0,4.3615
2022-04-29,28.8,24.6,79.5,32.1,100,4.17,17.3,195.2,1007.9,38.7,9.9,286.1,24.8,10,1.0,130.431,7605.5,1068238.0,4.359
2022-04-30,29.0,24.4,77.1,0.0,0,0.0,16.6,158.4,1007.2,38.5,9.8,262.3,22.7,10,1.0,130.431,7605.5,1068238.0,4.359
2022-01-05,27.4,24.8,86.2,1.41,100,12.5,14.1,127.4,1007.0,40.3,9.6,238.8,20.7,10,0.0,136.142,5331.0,1159826.0,4.1905
2022-02-05,27.2,24.5,85.6,15.38,100,8.33,15.7,91.1,1007.3,40.8,8.8,237.6,20.5,9,0.01,126.386,5744.0,1111826.0,4.1795
2022-03-05,27.0,23.6,83.1,28.83,100,8.33,16.6,160.5,1008.6,40.0,9.6,128.6,11.0,6,0.03,137.172,6843.5,1281461.0,4.1853
2022-04-05,28.5,24.4,79.4,0.0,0,0.0,11.5,147.7,1008.3,38.3,10.0,202.9,17.6,7,0.06,130.431,6457.0,1068238.0,4.2175
2022-05-05,29.6,24.2,73.9,0.0,0,0.0,15.9,112.2,1007.0,37.9,9.9,266.3,23.0,9,0.09,128.772,7469.5,1369714.0,4.3365
2022-06-05,29.8,24.4,73.4,0.02,100,4.17,21.4,146.6,1006.1,38.0,10.1,192.8,16.6,6,0.13,145.197,6771.0,1193917.0,4.386
2022-07-05,28.9,23.6,74.2,0.0,0,0.0,22.6,131.7,1006.5,39.0,10.0,173.5,15.1,6,0.18,136.878,4344.0,1325342.0,4.417
2022-08-05,28.9,23.7,74.8,0.58,100,4.17,21.9,143.4,1006.3,39.4,10.1,196.7,17.1,8,0.22,144.496,4040.5,1299930.0,4.4545
2022-09-05,30.0,24.0,71.4,0.0,0,0.0,17.3,148.4,1006.8,37.7,10.1,244.4,21.1,9,0.27,127.097,3931.0,1116866.8461538462,4.487
2022-10-05,31.1,24.3,68.4,0.0,0,0.0,17.1,124.8,1006.8,37.5,10.0,277.5,23.9,9,0.32,127.097,3931.0,1116866.8461538462,4.638
2022-11-05,29.4,23.9,72.9,0.35,100,4.17,18.8,155.2,1008.3,38.3,10.0,90.3,7.7,6,0.37,127.097,3931.0,1116866.8461538462,4.7465
2022-12-05,30.2,24.6,73.3,0.0,0,0.0,17.9,170.5,1008.5,38.0,10.0,285.8,24.7,9,0.41,127.097,3931.0,1116866.8461538462,4.367
2022-05-13,30.4,24.2,70.8,0.81,100,4.17,16.2,177.6,1008.6,37.8,9.9,262.5,22.8,9,0.45,128.772,6950.0,1369714.0,4.397
2022-05-14,29.6,25.2,77.9,0.2,100,4.17,14.1,104.4,1008.8,40.1,9.9,223.2,19.4,9,0.48,128.772,6950.0,1369714.0,4.397
2022-05-15,29.0,25.3,80.9,0.35,100,4.17,17.1,153.9,1009.8,39.2,9.2,238.6,20.6,9,0.5,128.772,6950.0,1369714.0,4.397
2022-05-16,26.4,24.1,87.6,26.23,100,8.33,19.2,178.5,1010.9,39.9,8.7,168.5,14.5,8,0.5,128.772,6950.0,1369714.0,4.397
2022-05-17,28.5,23.4,76.0,0.0,0,0.0,13.7,188.0,1009.6,37.7,10.1,232.0,20.0,8,0.52,128.772,6635.5,1369714.0,4.395
2022-05-18,29.1,24.4,76.5,0.0,0,0.0,17.1,79.1,1010.1,37.7,9.9,237.2,20.5,9,0.54,128.772,6679.5,1369714.0,4.3945
2022-05-19,28.9,24.1,76.1,0.0,0,0.0,14.8,190.4,1010.6,38.0,9.5,260.8,22.6,9,0.58,128.772,6635.5,1369714.0,4.4023
2022-05-20,30.4,24.2,71.5,0.0,0,0.0,17.3,178.1,1009.8,37.8,9.5,290.2,25.2,9,0.63,128.772,6734.5,1369714.0,4.3975
2022-05-21,30.3,23.7,70.1,0.0,0,0.0,19.2,216.4,1008.5,38.0,10.0,287.3,24.8,9,0.68,128.772,6734.5,1369714.0,4.3975
2022-05-22,30.2,23.5,69.3,0.02,100,4.17,14.1,176.0,1006.9,37.9,10.1,280.0,24.2,9,0.74,128.772,6734.5,1369714.0,4.3975
2022-05-23,29.5,24.7,76.3,0.0,0,0.0,15.7,112.0,1007.0,37.9,10.0,223.1,19.2,9,0.79,128.772,6715.0,1369714.0,4.3885
2022-05-24,29.1,24.4,77.1,0.88,100,4.17,15.5,152.9,1008.7,38.5,10.1,210.0,18.1,8,0.85,128.772,6894.5,1369714.0,4.3905
2022-05-25,25.2,23.7,91.4,87.36,100,12.5,14.1,153.2,1011.5,43.9,8.2,54.3,4.7,3,0.89,128.772,6951.5,1369714.0,4.3925
2022-05-26,27.6,23.6,80.4,0.0,0,0.0,15.9,159.6,1009.6,36.2,9.8,240.0,20.8,9,0.93,128.772,6979.5,1369714.0,4.3975
2022-05-27,28.9,24.4,78.0,0.53,100,4.17,19.6,216.4,1008.5,37.8,10.0,236.3,20.5,8,0.96,128.772,7095.5,1369714.0,4.3825
2022-05-28,28.6,23.9,77.2,0.18,100,4.17,14.1,140.5,1008.7,37.4,9.9,267.2,23.2,9,0.99,128.772,7095.5,1369714.0,4.3825
2022-05-29,29.5,23.4,71.9,0.0,0,0.0,15.3,192.4,1008.2,39.3,10.0,264.4,22.8,9,1.0,128.772,7095.5,1369714.0,4.3825
2022-05-30,29.9,23.6,70.7,0.0,0,0.0,14.1,243.4,1007.7,37.6,10.1,268.8,23.3,9,0.0,128.772,6787.5,1369714.0,4.3705
2022-05-31,30.2,23.8,69.9,0.0,0,0.0,17.7,264.7,1007.2,37.8,10.1,254.3,21.9,9,0.0,128.772,6680.0,1369714.0,4.3755
