Date,Temp,Dew,Humidity,Precip,Precipprob,Precipcover,Windspeed,Winddir,Sealevelpressure,Cloudcover,Visibility,Solarradiation,Solarenergy,Uvindex,Moonphase,Index Production,Price,Export Number (in Tonnes),USD
2021-10-10,29.9,24.2,72.7,0.0,0,0.0,14.1,234.1,1008.2,38.1,9.9,176.8,15.2,6,0.11,137.62,5021.0,1420574.0,4.182
2021-11-10,30.0,23.1,68.4,0.0,0,0.0,14.3,163.8,1007.3,37.7,10.1,230.0,19.8,9,0.16,137.72,5309.5,1465518.0,4.1513
2021-12-10,30.1,22.6,65.6,0.0,0,0.0,14.3,153.1,1007.2,38.7,10.1,237.8,20.5,9,0.21,138.457,5198.0,1414566.0,4.2175
2021-10-13,30.5,23.3,66.9,0.0,0,0.0,15.7,209.8,1006.7,38.0,10.1,158.6,13.8,5,0.27,137.62,5066.5,1420574.0,4.1585
2021-10-14,29.8,22.7,66.9,0.0,0,0.0,19.2,140.9,1006.9,37.5,10.1,213.6,18.5,8,0.33,137.62,5038.5,1420574.0,4.1563
2021-10-15,30.3,21.6,61.7,0.0,0,0.0,14.1,123.7,1006.5,37.3,10.2,211.0,18.3,7,0.37,137.62,5118.0,1420574.0,4.158
2021-10-16,29.9,21.4,62.5,0.0,0,0.0,17.7,115.1,1007.5,37.3,10.1,117.0,9.9,4,0.42,137.62,5118.0,1420574.0,4.158
2021-10-17,27.3,22.9,77.5,2.65,100,4.17,20.4,191.3,1009.3,38.2,9.9,109.3,9.4,4,0.45,137.62,5118.0,1420574.0,4.158
2021-10-18,28.0,23.1,76.4,3.01,100,4.17,19.6,242.7,1010.5,41.4,10.0,148.4,13.0,6,0.48,137.62,5156.5,1420574.0,4.164
2021-10-19,28.0,24.1,81.3,25.68,100,12.5,15.5,148.9,1012.1,41.0,9.8,244.2,21.1,9,0.49,137.62,5156.5,1420574.0,4.164
2021-10-20,25.6,23.8,90.4,55.9,100,12.5,12.3,220.7,1013.2,42.7,9.1,152.2,13.3,6,0.5,137.62,5250.0,1420574.0,4.1555
2021-10-21,27.4,22.8,77.7,0.6,100,8.33,15.5,271.7,1012.4,37.7,10.1,189.4,16.3,7,0.51,137.62,5366.5,1420574.0,4.1565
2021-10-22,28.8,23.5,74.5,0.0,0,0.0,17.3,240.7,1011.9,38.2,10.0,150.5,13.0,5,0.52,137.62,5128.0,1420574.0,4.158
2021-10-23,27.9,23.9,80.5,4.42,100,8.33,19.6,152.7,1011.8,41.3,9.6,189.5,16.3,7,0.54,137.62,5128.0,1420574.0,4.158
2021-10-24,26.8,24.2,86.0,11.23,100,12.5,14.1,208.6,1011.1,39.6,9.8,133.6,11.6,5,0.57,137.62,5128.0,1420574.0,4.158
2021-10-25,27.9,24.1,81.0,1.92,100,8.33,13.9,203.2,1010.0,40.1,9.8,209.7,18.1,7,0.61,137.62,5238.5,1420574.0,4.1495
2021-10-26,29.2,24.0,74.9,0.0,0,0.0,15.5,225.8,1009.0,38.7,9.7,168.1,14.6,6,0.65,137.62,5310.5,1420574.0,4.147
2021-10-27,28.7,23.0,72.7,0.0,0,0.0,16.2,137.4,1009.7,40.4,10.1,156.8,13.6,5,0.69,137.62,5272.0,1420574.0,4.149
2021-10-28,28.7,23.6,74.7,0.88,100,4.17,15.5,139.9,1009.6,39.8,10.2,195.1,17.0,7,0.74,137.62,5230.0,1420574.0,4.153
2021-10-29,29.6,23.9,72.9,0.0,0,0.0,22.8,154.6,1010.2,19.2,10.0,170.7,14.7,6,0.79,137.62,5395.5,1420574.0,4.144
2021-10-30,28.3,24.1,78.9,7.96,100,4.17,15.7,160.9,1011.1,26.6,9.8,205.7,17.7,7,0.84,137.62,5395.5,1420574.0,4.144
2021-10-31,28.0,23.6,77.7,0.35,100,4.17,14.3,286.7,1011.7,38.9,10.1,163.2,14.2,6,0.88,137.62,5395.5,1420574.0,4.144
2021-01-11,27.4,24.1,83.4,33.48,100,8.33,15.5,193.4,1010.8,39.4,9.4,109.8,9.4,4,0.93,127.512,3961.5,947392.0,4.042
2021-02-11,27.1,23.5,81.2,0.91,100,4.17,11.4,276.7,1010.7,38.2,9.0,211.6,18.2,7,0.96,120.126,3879.0,900558.0,4.0445
2021-03-11,27.1,23.8,82.2,1.45,100,8.33,17.5,162.5,1010.0,39.6,10.0,138.0,11.9,5,0.99,128.285,4103.0,1189859.0,4.1125
2021-04-11,27.3,24.0,83.1,0.88,100,4.17,11.0,126.2,1009.3,38.4,8.6,109.6,9.4,4,1.0,122.83,4270.0,1350777.0,4.1355
2021-05-11,27.0,24.1,85.2,1.77,100,4.17,15.5,162.7,1008.7,39.2,8.9,185.1,16.0,6,0.0,120.425,4740.5,1268424.0,4.1158
2021-06-11,28.5,23.6,76.9,0.18,100,4.17,15.5,149.9,1006.7,38.3,9.3,267.1,23.1,9,0.02,126.881,3993.5,1418494.0,4.114
2021-07-11,28.1,24.3,80.9,2.77,100,4.17,12.5,147.7,1006.7,39.9,9.9,138.8,12.0,5,0.05,119.112,4000.5,1402315.0,4.1865
2021-08-11,28.7,23.3,73.9,0.2,100,4.17,13.7,160.3,1007.5,40.6,10.1,172.7,15.0,7,0.09,125.42,4579.5,1167188.0,4.2385
2021-09-11,28.1,24.3,80.7,51.3,100,4.17,15.5,92.5,1008.1,40.0,10.0,138.4,12.0,5,0.14,132.329,4551.0,1611518.0,4.1415
2021-10-11,26.7,24.1,86.3,4.0,100,8.33,14.3,230.8,1008.9,38.3,9.4,114.1,9.7,4,0.19,137.62,5080.5,1420574.0,4.168
2021-11-11,27.0,23.8,83.3,1.81,100,8.33,21.2,230.4,1008.8,39.9,9.8,81.4,7.0,3,0.25,137.72,5345.0,1465518.0,4.1625
2021-12-11,27.4,23.9,82.1,0.23,100,8.33,16.2,253.5,1009.4,38.4,10.0,202.8,17.5,7,0.3,138.457,5198.0,1414566.0,4.2175
2021-11-13,27.9,23.1,76.0,0.0,0,0.0,19.2,286.1,1009.7,38.8,9.9,162.2,14.0,6,0.35,137.72,5371.0,1465518.0,4.1678
2021-11-14,28.3,22.9,74.1,0.02,100,4.17,12.3,166.8,1009.5,37.8,10.0,167.7,14.6,6,0.4,137.72,5371.0,1465518.0,4.1678
2021-11-15,29.2,23.5,73.0,0.0,0,0.0,12.3,183.7,1008.2,38.8,10.0,233.4,20.2,8,0.43,137.72,5261.0,1465518.0,4.1585
2021-11-16,27.7,24.3,82.5,11.49,100,4.17,14.3,110.3,1007.9,38.0,9.6,168.4,14.6,7,0.46,137.72,5319.5,1465518.0,4.161
2021-11-17,26.4,24.0,87.1,7.95,100,8.33,13.5,215.4,1009.0,39.2,9.3,151.2,13.1,5,0.48,137.72,5354.5,1465518.0,4.1795
2021-11-18,27.4,23.3,79.1,0.0,0,0.0,20.1,265.8,1008.4,37.9,10.1,211.0,18.2,7,0.5,137.72,5404.5,1465518.0,4.1798
2021-11-19,28.9,23.5,74.4,0.0,0,0.0,17.9,273.2,1007.1,39.4,10.0,205.1,17.7,7,0.5,137.72,5429.0,1465518.0,4.183
2021-11-20,28.2,23.9,78.6,0.41,100,12.5,15.5,194.1,1007.3,38.6,10.0,124.9,10.8,4,0.51,137.72,5429.0,1465518.0,4.183
2021-11-21,27.9,24.6,83.7,22.33,100,8.33,19.2,178.0,1008.1,38.6,9.6,133.0,11.6,5,0.52,137.72,5429.0,1465518.0,4.183
2021-11-22,27.8,24.0,81.6,6.65,100,8.33,17.3,199.8,1008.3,42.1,9.1,195.2,17.0,7,0.54,137.72,5387.0,1465518.0,4.188
2021-11-23,27.9,24.0,80.6,3.56,100,4.17,11.5,109.0,1008.1,37.8,10.1,135.3,11.6,5,0.57,137.72,5350.5,1465518.0,4.1905
2021-11-24,27.1,23.8,82.6,5.3,100,4.17,12.3,158.2,1009.1,37.9,10.0,93.2,7.9,3,0.61,137.72,5303.5,1465518.0,4.21
2021-11-25,27.2,23.7,82.0,1.76,100,8.33,12.1,184.2,1008.8,37.6,9.7,202.9,17.6,7,0.66,137.72,5315.0,1465518.0,4.2275
2021-11-26,26.3,23.1,83.0,0.0,0,0.0,14.1,261.9,1009.7,38.1,9.9,80.3,6.8,3,0.7,137.72,5289.5,1465518.0,4.2425
2021-11-27,27.1,23.6,82.5,0.97,100,8.33,15.7,97.4,1009.6,38.8,9.6,145.1,12.6,6,0.75,137.72,5289.5,1465518.0,4.2425
2021-11-28,27.7,23.3,78.2,0.02,100,4.17,15.9,242.5,1009.4,39.1,9.9,142.4,12.3,5,0.81,137.72,5289.5,1465518.0,4.2425
2021-11-29,27.3,23.1,79.3,32.33,100,4.17,19.6,258.2,1008.7,38.0,9.9,152.0,13.1,5,0.86,137.72,5294.0,1465518.0,4.2395
2021-11-30,28.7,22.6,71.0,0.0,0,0.0,14.1,270.7,1008.0,37.4,10.2,229.2,19.8,7,0.91,137.72,5178.0,1465518.0,4.2265
2021-01-12,29.5,23.0,70.0,0.0,0,0.0,12.3,99.4,1008.1,39.6,10.2,148.9,13.0,5,0.95,127.512,3944.5,947392.0,4.06
2021-02-12,27.1,23.6,81.5,1.35,100,8.33,22.2,94.2,1010.2,39.5,10.0,76.7,6.7,3,0.98,120.126,3879.0,900558.0,4.0445
2021-03-12,26.8,23.1,80.5,0.05,100,4.17,9.2,161.0,1011.6,37.9,10.0,134.9,11.7,6,1.0,128.285,4193.0,1189859.0,4.117
2021-04-12,27.9,23.2,76.9,0.0,0,0.0,17.7,144.5,1011.5,37.9,9.6,141.7,12.3,6,0.0,122.83,4220.5,1350777.0,4.137
2021-05-12,27.9,23.8,79.1,0.23,100,4.17,15.3,141.4,1010.8,38.2,9.8,90.7,7.9,3,0.01,120.425,4749.5,1268424.0,4.131
2021-06-12,27.5,23.2,78.7,8.3,100,8.33,12.3,95.9,1010.3,39.4,9.4,130.7,11.3,4,0.04,126.881,3993.5,1418494.0,4.114
2021-07-12,27.3,22.5,76.7,21.22,100,4.17,11.9,108.2,1010.5,37.4,9.9,239.5,20.8,8,0.07,119.112,3998.0,1402315.0,4.19
2021-08-12,28.1,23.1,75.9,0.0,0,0.0,11.0,87.1,1010.4,38.2,10.1,236.2,20.3,9,0.12,125.42,4583.5,1167188.0,4.2355
2021-09-12,27.6,23.9,81.3,33.59,100,4.17,9.2,148.4,1010.8,39.8,9.4,158.9,13.8,5,0.17,132.329,4551.0,1611518.0,4.1415
2021-10-12,26.7,23.4,83.2,0.22,100,4.17,17.9,111.0,1011.3,37.8,8.9,239.5,20.6,9,0.22,137.62,5071.5,1420574.0,4.172
2021-11-12,26.9,23.5,82.8,16.8,100,4.17,15.5,113.8,1011.1,38.7,9.5,145.1,12.4,5,0.27,137.72,5371.0,1465518.0,4.1678
2021-12-12,27.8,23.8,80.0,0.09,100,4.17,15.3,143.7,1010.9,38.3,9.7,229.3,19.8,8,0.32,138.457,5198.0,1414566.0,4.2175
2021-12-13,27.3,24.0,83.3,65.42,100,4.17,14.1,142.4,1009.9,40.6,9.8,188.1,16.2,7,0.37,138.457,5215.5,1414566.0,4.2085
2021-12-14,27.8,23.6,80.4,7.81,100,8.33,15.5,185.4,1009.0,39.2,9.2,263.0,22.6,9,0.41,138.457,5161.0,1414566.0,4.2335
2021-12-15,27.2,24.3,84.9,8.45,100,8.33,7.3,144.5,1008.9,38.2,9.4,214.7,18.7,8,0.44,138.457,4833.5,1414566.0,4.233
2021-12-16,26.8,24.4,87.0,5.36,100,8.33,12.3,243.5,1009.2,40.1,9.6,144.6,12.6,6,0.47,138.457,4849.0,1414566.0,4.231
2021-12-17,25.3,23.9,92.0,41.99,100,8.33,21.2,314.3,1008.0,49.3,7.7,53.4,4.6,2,0.49,138.457,4934.0,1414566.0,4.2105
2021-12-18,24.6,23.8,95.7,168.07,100,12.5,38.0,143.4,1008.2,58.1,5.7,77.4,6.6,3,0.5,138.457,4934.0,1414566.0,4.2105
2021-12-19,25.7,23.1,86.7,78.32,100,8.33,27.4,253.1,1010.6,44.5,8.9,109.6,9.5,4,0.5,138.457,4934.0,1414566.0,4.2105
2021-12-20,28.1,23.3,77.1,0.0,0,0.0,5.4,82.3,1011.3,37.6,9.7,196.5,16.8,7,0.51,138.457,4861.0,1414566.0,4.226
2021-12-21,29.1,23.2,72.4,0.0,0,0.0,11.0,133.6,1010.7,38.6,9.7,177.9,15.5,6,0.53,138.457,4835.5,1414566.0,4.2115
2021-12-22,27.4,24.2,83.5,3.9,100,8.33,16.9,161.1,1011.0,43.3,9.5,125.2,10.7,4,0.55,138.457,4944.0,1414566.0,4.21
2021-12-23,27.7,24.0,81.2,0.35,100,4.17,14.3,225.1,1010.4,38.5,8.0,105.0,9.0,3,0.59,138.457,4958.5,1414566.0,4.206
2021-12-24,28.6,24.0,77.7,0.0,0,0.0,19.4,153.1,1009.8,37.8,8.9,167.2,14.5,6,0.63,138.457,5044.5,1414566.0,4.201
2021-12-25,28.8,24.4,77.8,0.0,0,0.0,13.9,129.4,1010.4,40.7,9.7,211.4,18.2,7,0.67,138.457,5044.5,1414566.0,4.201
2021-12-26,29.0,23.9,75.6,0.0,0,0.0,17.5,142.3,1011.3,38.4,10.0,233.1,20.2,8,0.72,138.457,5044.5,1414566.0,4.201
2021-12-27,27.8,23.7,79.8,5.65,100,4.17,14.3,123.5,1012.1,38.3,9.7,214.9,18.6,8,0.78,138.457,5080.0,1414566.0,4.1865
2021-12-28,28.2,23.5,78.1,0.02,100,4.17,15.5,117.0,1011.0,37.6,9.5,251.2,21.6,9,0.83,138.457,5143.0,1414566.0,4.1835
2021-12-29,28.9,23.9,75.9,0.02,100,4.17,15.7,166.2,1010.4,37.7,9.1,251.0,21.7,9,0.88,138.457,5142.5,1414566.0,4.1815
2021-12-30,28.0,23.6,78.2,0.85,100,8.33,12.0,65.8,1010.8,41.0,9.7,162.3,14.1,6,0.93,138.457,5150.0,1414566.0,4.1705
2021-12-31,27.1,23.2,80.1,7.42,100,4.17,22.8,144.6,1011.3,44.8,9.9,204.4,17.7,7,0.97,138.457,5150.0,1414566.0,4.176
2022-01-01,25.9,23.9,89.1,5.01,100,12.5,10.5,136.9,1011.5,41.3,8.8,126.2,10.8,5,0.99,136.142,5150.0,1159826.0,4.176
2022-02-01,25.7,23.9,90.3,12.03,100,12.5,10.5,151.1,1011.4,39.8,9.1,75.6,6.5,3,1.0,126.386,5700.0,1111826.0,4.189
2022-03-01,25.6,23.6,89.3,32.29,100,8.33,10.3,147.4,1010.3,39.7,9.2,179.4,15.6,6,0.0,137.172,7786.5,1281461.0,4.195
2022-04-01,26.8,23.9,85.5,55.7,100,4.17,15.3,100.3,1010.9,43.7,8.9,165.0,14.1,7,0.02,130.431,6251.0,1068238.0,4.209
2022-05-01,27.4,23.9,82.4,2.23,100,12.5,17.5,214.2,1011.0,38.8,9.4,131.8,11.3,5,0.05,128.772,7605.5,1369714.0,4.359
2022-06-01,28.1,23.3,76.8,0.0,0,0.0,12.3,139.2,1011.1,38.1,10.2,201.7,17.3,7,0.09,145.197,6676.5,1193917.0,4.387
2022-07-01,27.9,23.9,80.1,0.18,100,4.17,17.3,108.5,1011.4,37.9,9.4,219.2,19.2,8,0.14,136.878,4838.5,1325342.0,4.409
2022-08-01,27.9,23.5,77.9,0.0,0,0.0,14.6,95.1,1010.9,40.5,9.1,224.4,19.4,8,0.19,144.496,4143.5,1299930.0,4.4515
2022-09-01,28.3,24.1,79.7,0.18,100,4.17,14.1,192.0,1010.1,39.4,9.6,240.8,20.9,9,0.24,127.097,3931.0,1364382.4827586208,4.4825
2022-10-01,28.5,23.9,77.5,0.53,100,4.17,16.9,163.8,1010.8,37.7,9.7,262.2,22.6,9,0.28,127.097,3931.0,1360770.5,4.641
2022-11-01,27.8,22.7,75.9,0.18,100,4.17,8.9,100.7,1011.8,37.5,9.3,249.8,21.8,9,0.33,127.097,3931.0,1358778.0740740742,4.731
2022-12-01,28.4,21.7,69.7,0.0,0,0.0,15.5,132.5,1011.2,37.4,9.4,275.5,23.9,9,0.38,127.097,3931.0,1356632.3846153845,4.4075
2022-01-13,28.3,20.9,66.7,0.88,100,4.17,10.5,102.7,1011.6,37.4,10.0,280.5,24.3,9,0.41,136.142,5301.0,1159826.0,4.1795
2022-01-14,28.3,20.6,65.8,0.18,100,4.17,12.3,125.5,1011.5,37.4,9.7,284.7,24.8,9,0.45,136.142,5294.0,1159826.0,4.1785
2022-01-15,28.7,20.9,64.6,0.0,0,0.0,15.5,150.2,1011.0,37.4,10.1,265.7,23.1,9,0.47,136.142,5294.0,1159826.0,4.1785
2022-01-16,28.6,22.1,69.3,0.0,0,0.0,13.9,93.4,1010.9,41.6,9.9,208.5,18.1,9,0.49,136.142,5294.0,1159826.0,4.1785
2022-01-17,28.5,22.8,72.7,0.0,0,0.0,16.9,124.2,1010.6,38.6,9.9,165.8,14.4,7,0.5,136.142,5297.0,1159826.0,4.1845
2022-01-18,27.3,23.3,79.5,10.61,100,4.17,13.0,196.8,1010.9,39.7,9.8,209.5,18.0,8,0.5,136.142,5297.0,1159826.0,4.1845
2022-01-19,27.6,22.3,75.2,3.36,100,4.17,15.7,106.8,1010.0,40.8,10.0,239.5,20.7,8,0.52,136.142,5409.0,1159826.0,4.1925
2022-01-20,27.9,22.5,74.4,3.54,100,4.17,10.7,111.9,1009.7,39.9,10.0,246.0,21.3,9,0.53,136.142,5380.5,1159826.0,4.1855
2022-01-21,28.3,22.7,73.1,0.02,100,4.17,13.9,129.1,1009.6,37.9,10.0,258.2,22.4,9,0.56,136.142,5421.5,1159826.0,4.1865
2022-01-22,27.1,23.5,81.2,2.12,100,4.17,14.3,158.1,1009.7,39.4,9.6,166.4,14.6,7,0.6,136.142,5421.5,1159826.0,4.1865
2022-01-23,27.8,23.8,79.9,15.03,100,4.17,19.2,135.5,1009.2,38.6,9.3,279.2,24.3,9,0.65,136.142,5421.5,1159826.0,4.1865
2022-01-24,27.1,23.6,81.9,0.0,0,0.0,19.2,87.9,1009.1,39.2,9.4,247.4,21.4,9,0.7,136.142,5497.0,1159826.0,4.1835
2022-01-25,26.9,23.6,83.4,14.83,100,4.17,15.7,129.3,1009.2,39.3,9.7,224.7,19.4,8,0.75,136.142,5442.0,1159826.0,4.188
2022-01-26,27.8,23.6,79.4,0.0,0,0.0,14.1,116.5,1009.8,37.8,9.4,174.0,15.0,7,0.81,136.142,5497.5,1159826.0,4.1905
2022-01-27,27.5,23.2,79.2,14.14,100,4.17,15.7,174.1,1009.3,38.1,9.4,250.1,21.7,9,0.86,136.142,5605.5,1159826.0,4.203
2022-01-28,27.2,23.2,80.3,7.96,100,4.17,14.3,108.0,1010.1,37.6,9.4,270.4,23.5,9,0.91,136.142,5700.0,1159826.0,4.192
2022-01-29,28.4,23.2,75.1,0.0,0,0.0,16.1,124.4,1009.9,37.6,9.4,284.3,24.7,9,0.95,136.142,5700.0,1159826.0,4.192
2022-01-30,28.7,24.1,76.9,0.23,100,4.17,16.4,138.5,1009.6,37.8,9.5,271.4,23.6,9,0.98,136.142,5700.0,1159826.0,4.192
2022-01-31,27.8,23.8,80.1,4.42,100,4.17,15.7,122.5,1009.3,41.4,9.2,273.3,23.6,9,1.0,136.142,5700.0,1159826.0,4.189
2022-01-02,27.8,23.6,79.3,0.88,100,4.17,14.3,119.3,1008.8,40.2,9.2,242.1,21.1,8,0.0,136.142,5150.0,1159826.0,4.176
2022-02-02,27.4,23.3,79.5,16.8,100,4.17,17.1,124.1,1010.2,38.6,9.8,286.8,25.2,9,0.01,126.386,5700.0,1111826.0,4.189
2022-03-02,27.9,23.0,76.6,0.09,100,4.17,17.1,109.4,1009.5,38.6,9.9,276.8,24.1,9,0.03,137.172,8076.5,1281461.0,4.192
2022-04-02,27.9,22.8,76.2,19.45,100,8.33,15.7,97.7,1008.6,38.0,9.9,248.3,21.7,9,0.07,130.431,6251.0,1068238.0,4.209
2022-05-02,27.1,23.1,80.2,24.75,100,4.17,15.9,156.2,1009.4,40.1,9.7,177.5,15.6,6,0.11,128.772,7605.5,1369714.0,4.359
2022-06-02,27.2,23.7,82.0,0.07,100,8.33,14.8,162.5,1010.7,38.1,9.8,231.0,19.9,7,0.15,145.197,6752.0,1193917.0,4.393
2022-07-02,28.0,23.6,78.3,0.0,0,0.0,16.1,205.5,1010.1,37.9,9.8,137.2,12.0,5,0.2,136.878,4838.5,1325342.0,4.409
2022-08-02,27.1,22.8,78.0,0.18,100,4.17,8.0,119.2,1010.0,37.7,10.1,149.2,12.9,5,0.25,144.496,3946.5,1299930.0,4.4565
2022-09-02,27.3,23.7,81.5,5.24,100,8.33,15.3,153.9,1009.7,40.4,9.5,179.3,15.6,6,0.29,127.097,3931.0,1179516.5925925926,4.484
2022-10-02,25.7,23.6,88.7,6.65,100,8.33,10.3,131.8,1010.5,39.9,9.4,59.0,5.0,4,0.34,127.097,3931.0,1179516.5925925926,4.641
2022-11-02,26.2,23.3,85.0,1.15,100,12.5,9.6,115.6,1009.0,38.5,9.3,127.7,11.2,4,0.38,127.097,3931.0,1179516.5925925926,4.741
2022-12-02,27.3,22.6,77.5,0.0,0,0.0,15.1,192.6,1007.9,38.2,9.7,146.5,12.9,7,0.42,127.097,3931.0,1180273.923076923,4.3965
2022-02-13,27.5,23.6,80.2,0.0,0,0.0,13.9,116.7,1006.4,38.8,9.7,265.8,22.9,9,0.45,126.386,5799.5,1111826.0,4.1883
2022-02-14,28.1,23.7,78.1,2.68,100,4.17,17.3,129.6,1006.8,42.1,9.9,233.9,20.2,9,0.48,126.386,5837.0,1111826.0,4.192
2022-02-15,28.9,23.1,73.0,0.75,100,4.17,17.3,88.8,1006.9,38.8,10.1,280.6,24.1,10,0.49,126.386,5970.5,1111826.0,4.1865
2022-02-16,29.1,22.8,70.4,0.35,100,4.17,17.3,116.1,1006.5,37.7,10.1,241.4,20.9,8,0.5,126.386,5951.5,1111826.0,4.189
2022-02-17,28.2,21.6,70.6,3.2,100,4.17,15.1,150.3,1007.0,38.9,9.9,87.2,7.9,8,0.51,126.386,5964.0,1111826.0,4.185
2022-02-18,29.8,22.4,66.1,0.0,0,0.0,15.3,131.4,1007.5,37.6,10.1,269.9,23.5,9,0.52,126.386,6027.5,1111826.0,4.1845
2022-02-19,29.8,23.4,70.0,0.0,0,0.0,11.0,127.9,1009.4,37.4,9.9,264.0,22.8,9,0.54,126.386,6027.5,1111826.0,4.1845
2022-02-20,29.0,23.5,73.6,0.0,0,0.0,19.2,230.1,1009.3,38.2,9.9,258.2,22.5,9,0.58,126.386,6027.5,1111826.0,4.1845
2022-02-21,27.5,23.1,78.5,2.23,100,4.17,15.9,139.7,1009.8,39.5,9.8,242.9,21.0,9,0.62,126.386,6158.0,1111826.0,4.1865
2022-02-22,26.9,22.8,80.1,17.68,100,8.33,12.3,85.6,1010.4,41.2,9.5,283.1,24.5,9,0.67,126.386,6279.0,1111826.0,4.1845
2022-02-23,27.3,23.5,81.7,32.37,100,8.33,15.7,159.6,1011.2,40.7,9.0,175.0,15.1,6,0.73,126.386,6485.0,1111826.0,4.1845
2022-02-24,25.7,23.6,88.5,7.11,100,12.5,12.3,133.3,1012.4,38.6,9.5,144.0,12.5,8,0.79,126.386,6845.5,1111826.0,4.196
2022-02-25,26.4,23.4,84.8,4.7,100,4.17,20.6,150.5,1010.6,39.3,9.0,197.4,17.0,7,0.84,126.386,6779.0,1111826.0,4.198
2022-02-26,25.8,23.6,87.9,1.65,100,12.5,12.1,104.2,1010.0,41.2,9.5,197.2,16.9,6,0.89,126.386,6779.0,1111826.0,4.198
2022-02-27,26.4,23.9,86.8,3.74,100,12.5,8.9,128.3,1010.5,39.1,9.0,109.2,9.6,4,0.94,126.386,6779.0,1111826.0,4.198
2022-02-28,27.7,23.2,78.5,0.75,100,4.17,26.5,131.2,1009.7,37.5,10.0,190.4,16.6,8,0.97,126.386,6779.0,1111826.0,4.201
2022-01-03,26.8,24.1,85.7,50.62,100,4.17,11.2,169.4,1010.7,39.8,8.8,267.0,20.4,10,1.0,136.142,5214.0,1159826.0,4.171
2022-02-03,27.5,23.7,81.6,38.01,100,4.17,17.1,125.3,1010.1,39.4,10.0,226.6,16.3,7,1.0,126.386,5700.0,1111826.0,4.1815
2022-03-03,27.4,23.3,79.8,4.82,100,8.33,16.1,163.4,1010.3,39.6,10.0,281.9,20.3,8,0.0,137.172,7530.5,1281461.0,4.1905
2022-04-03,26.9,24.1,85.2,13.05,100,12.5,12.3,156.0,1009.9,40.5,8.9,248.2,17.8,8,0.02,130.431,6251.0,1068238.0,4.209
2022-05-03,25.6,23.8,90.7,52.11,100,12.5,16.6,109.0,1009.6,38.4,9.1,291.6,21.1,9,0.04,128.772,7605.5,1369714.0,4.359
2022-06-03,25.8,23.3,87.2,17.62,100,4.17,15.3,126.3,1009.4,39.5,9.3,154.2,11.0,6,0.08,145.197,6771.0,1193917.0,4.386
2022-07-03,26.3,24.1,88.6,17.88,100,12.5,17.3,113.3,1009.3,41.9,9.2,223.1,16.9,9,0.12,136.878,4838.5,1325342.0,4.409
2022-08-03,26.8,23.7,84.3,3.91,100,8.33,18.8,147.5,1009.1,38.7,9.8,185.8,15.9,8,0.16,144.496,4011.5,1299930.0,4.457
2022-09-03,28.1,23.8,78.8,0.0,0,0.0,14.1,169.5,1008.1,39.9,9.3,287.1,24.7,9,0.21,127.097,3931.0,1155976.0,4.484
2022-10-03,28.3,23.9,78.3,0.18,100,4.17,17.3,222.1,1008.2,39.6,9.8,269.8,23.2,9,0.25,127.097,3931.0,1149977.9166666667,4.6495
2022-11-03,28.8,24.7,79.1,0.18,100,4.17,12.8,162.7,1007.4,39.2,9.7,314.5,27.3,10,0.3,127.097,3931.0,1149977.9166666667,4.746
2022-12-03,28.4,24.5,80.0,6.3,100,4.17,22.4,217.1,1006.9,38.3,9.9,298.7,25.9,8,0.35,127.097,3931.0,1149977.9166666667,4.3965
2022-03-13,28.4,24.6,81.2,15.03,100,4.17,15.5,113.7,1006.7,39.9,8.8,313.2,27.2,10,0.39,137.172,7440.5,1281461.0,4.1925
2022-03-14,28.7,24.9,80.8,5.3,100,4.17,16.6,95.4,1007.2,39.4,8.8,304.3,26.3,9,0.43,137.172,6927.5,1281461.0,4.2055
2022-03-15,28.2,24.3,80.8,0.0,0,0.0,14.1,112.9,1007.1,39.6,8.1,294.1,25.4,9,0.46,137.172,6846.5,1281461.0,4.2078
2022-03-16,27.7,23.9,81.1,44.44,100,8.33,12.3,131.6,1007.1,41.0,9.5,259.0,22.5,9,0.48,137.172,6895.0,1281461.0,4.1995
2022-03-17,27.6,24.7,85.3,14.14,100,4.17,15.5,126.0,1007.2,40.9,8.9,282.0,24.4,9,0.5,137.172,6737.0,1281461.0,4.19
2022-03-18,28.0,23.6,78.8,17.37,100,8.33,12.1,148.8,1007.7,43.0,10.0,60.0,5.2,3,0.5,137.172,6392.0,1281461.0,4.203
2022-03-19,30.4,22.5,64.2,0.0,0,0.0,11.0,130.1,1006.3,37.4,10.2,242.1,21.0,10,0.51,137.172,6392.0,1281461.0,4.203
2022-03-20,30.4,23.4,67.0,0.0,0,0.0,19.0,133.2,1007.1,37.7,10.1,297.9,25.7,9,0.53,137.172,6392.0,1281461.0,4.203
2022-03-21,29.8,23.4,69.3,0.0,0,0.0,19.0,177.3,1008.7,37.6,10.1,297.0,25.6,10,0.56,137.172,6382.0,1281461.0,4.2
2022-03-22,29.1,24.1,75.3,0.0,0,0.0,14.3,163.4,1009.3,39.8,9.9,265.3,22.9,10,0.61,137.172,6502.0,1281461.0,4.2135
2022-03-23,29.7,23.6,71.4,0.0,0,0.0,15.5,119.9,1009.0,37.7,9.9,275.4,23.8,10,0.66,137.172,6646.0,1281461.0,4.2195
2022-03-24,29.2,24.7,77.3,0.88,100,4.17,15.9,144.2,1008.9,37.9,10.0,302.3,26.3,10,0.71,137.172,6688.5,1281461.0,4.227
